n	c	k	action	time_micros
20	50	4	PUT	662
20	50	4	GET	656
20	50	4	PUT	1206
20	50	4	PUT	3134
20	50	4	PUT	1041
20	50	4	GET	489
20	50	4	PUT	352
20	50	4	GET	1466
20	50	4	GET	1007966
20	50	4	GET	1005408
20	50	4	PUT	420
20	50	4	GET	1910
20	50	4	PUT	255
20	50	4	GET	3809
20	50	4	GET	1008785
20	50	4	GET	2918
20	50	4	PUT	4566
20	50	4	GET	1004012
20	50	4	GET	594
20	50	4	PUT	1059
20	50	4	PUT	3798
20	50	4	GET	165
20	50	4	PUT	468
20	50	4	PUT	3325
20	50	4	GET	389
20	50	4	GET	3457
20	50	4	GET	2407
20	50	4	GET	1012725
20	50	4	PUT	2876
20	50	4	GET	663
20	50	4	PUT	3859
20	50	4	GET	1012572
20	50	4	GET	1274
20	50	4	GET	1018709
20	50	4	PUT	2964
20	50	4	GET	282
20	50	4	GET	1002558
20	50	4	PUT	1898
20	50	4	PUT	1006
20	50	4	PUT	3301
20	50	4	GET	285
20	50	4	GET	1022043
20	50	4	GET	2049
20	50	4	GET	1379
20	50	4	GET	1001117
20	50	4	GET	1001108
20	50	4	PUT	1613
20	50	4	PUT	1799
20	50	4	GET	1422
20	50	4	PUT	1922
20	50	4	GET	1002302
20	50	4	PUT	172
20	50	4	PUT	2484
20	50	4	GET	1838
20	50	4	GET	1004176
20	50	4	GET	1633
20	50	4	GET	1823
20	50	4	GET	1506
20	50	4	PUT	1282
20	50	4	GET	1000386
20	50	4	PUT	1769
20	50	4	GET	1717
20	50	4	PUT	2832
20	50	4	GET	2368
20	50	4	GET	1868
20	50	4	GET	1012237
20	50	4	GET	1000538
20	50	4	GET	1001401
20	50	4	PUT	403
20	50	4	GET	1914
20	50	4	GET	1002452
20	50	4	GET	1003189
20	50	4	GET	1001795
