VALS	20	10	3
PUT	1756
PUT	1593
GET	1737
PUT	1147
PUT	5421
PUT	7850
PUT	9231
PUT	5431
PUT	9637
GET	1913
GET	1929
PUT	11564
GET	9280
GET	1126
PUT	15529
PUT	12488
PUT	4865
PUT	4870GET	
7968
PUT	3363
GET	10850
PUT	3379
PUT	371
GET	2134
GET	4901
GET	2104
GET	5618
GET	3951
PUT	5887
PUT	2105
GET	7125
GET	4991
PUT	1688
PUT	3656
GET	628
GET	2530
PUT	5314
PUT	496
PUT	7085
GET	765
GET	640
PUT	3448
GET	2023
GET	5085
GET	4371
PUT	878
PUT	4712
GET	4289
GET	4443
GET	4753
GET	1001629
GET	1001141
PUT	3196
GET	499
PUT	11257
PUT	8188
GET	3434
GET	10452
PUT	549
GET	2198
VALS	20	15	3
PUT	PUT	PUT	652
561
485
GET	300
PUT	410
GET	312
PUT	827
PUT	2441
PUT	2098
GET	185
PUT	707
PUT	3561
GET	2844
GET	1512
PUT	4956
PUT	4375
PUT	1108
PUT	1357
GET	502
GET	545
PUT	3535
GET	471
PUT	5714
GET	6199
PUT	3150
PUT	8981
PUT	9015
PUT	9018
PUT	8883
GET	1255
GET	5483
GET	5971
PUT	979
GET	8811
PUT	9953
GET	273
PUT	9418
GET	7385
GET	12694
GET	265
GET	7424
PUT	9144
GET	5975
PUT	6384
PUT	6134
GET	10461
GET	8849
GET	617
PUT	7589
PUT	678
GET	16634
GET	1502
PUT	3442
PUT	8588
GET	10577
PUT	3702
PUT	5113
PUT	3902
GET	6397
GET	5158
GET	3777
GET	4996
PUT	660
PUT	5288
GET	423
PUT	8089
GET	3492
PUT	8059
PUT	2417
GET	6562
PUT	6841
PUT	4321
GET	284
GET	3565
GET	5764
GET	4537
PUT	876
GET	6297
PUT	4982
GET	4553
GET	1338
GET	4516
GET	4213
PUT	4324
PUT	3475
GET	3901
PUT	3550
GET	129
GET	3498
GET	3696
VALS	20	20	3
PUT	3506
PUT	2021
PUT	9136
PUT	6658
PUT	10865
PUT	8708
PUT	9356
PUT	6506
GET	2597
PUT	8552
PUT	10489
PUT	14311
GET	978
PUT	16567
PUT	16790
GET	6155
PUT	14706
GET	6164
GET	14596
PUT	17847
PUT	4655
PUT	19375
GET	802
PUT	20413
PUT	2543
GET	14201
GET	2401
PUT	800
GET	8259
PUT	22582
GET	12325
GET	11474
GET	15484
PUT	19347
PUT	7296
GET	8677
GET	712
PUT	21361
PUT	3785
GET	9257
GET	2392
PUT	6510
PUT	9343
GET	15821
PUT	4046
PUT	15868
GET	2397
PUT	9878
PUT	993
GET	285
PUT	870
GET	10121
PUT	5667
PUT	8429
GET	4815
GET	10744
GET	17021
GET	6594
PUT	11305
GET	14016
PUT	1462
GET	15721
GET	919
GET	7634
GET	6955
GET	6448
GET	17972
PUT	9325
PUT	12551
PUT	11234
PUT	928
GET	12577
PUT	3986
GET	553
PUT	13217
PUT	5396
GET	947
GET	4847
PUT	3170
PUT	1031
GET	2433
GET	12402
PUT	723
GET	410
PUT	302
PUT	588
PUT	4522
GET	7922
GET	2209
PUT	5181
GET	8921
GET	1430
PUT	9808
PUT	10961
GET	6730
GET	4536
PUT	6330
GET	5428
PUT	3895
PUT	4886
GET	1776
PUT	7121
GET	5299
PUT	7868
GET	1447
PUT	3254
GET	8723
GET	8125
GET	2928
GET	3671
PUT	1804
GET	5955
GET	5067
GET	3107
GET	4024
GET	2310
GET	1000390
GET	1001290
PUT	1965
GET	768
VALS	20	25	3
PUT	841
PUT	2122
PUT	3572
GET	2761
PUT	1711
PUT	2210
PUT	6488
PUT	3272
PUT	3050
GET	2463
GET	1240
PUT	8418
GET	6804
PUT	3587
GET	4079
PUT	7637
PUT	4053
PUT	12231
PUT	12536
GET	7730
GET	403
PUT	14203
PUT	5816
PUT	13629
GET	5220
PUT	17372
GET	9382
PUT	4486
GET	1011
PUT	18690
GET	10041
GET	4546
PUT	19475
PUT	20234
PUT	20009
PUT	1931
GET	612
PUT	11424
PUT	21626
PUT	4514
PUT	17339
PUT	19787
GET	1010
GET	10444
GET	3559
PUT	6791
PUT	799
PUT	3242
PUT	24117
GET	1001
PUT	5867
GET	18820
GET	21023
GET	7756
PUT	2590
PUT	26459
PUT	25396
GET	2962
PUT	1761
GET	4966
GET	2574
GET	9134
GET	17238
PUT	1034
GET	4073
PUT	21189
PUT	16030
GET	529
PUT	1818
GET	1679
PUT	6865
PUT	11890
GET	324
GET	1651
PUT	2839
PUT	3890
GET	9412
GET	9889
GET	12548
GET	10978
PUT	GET	21741610

PUT	8165
PUT	5654
PUT	1275
GET	14575
GET	9334
GET	4051
PUT	10073
GET	3374
GET	9382
PUT	11979
GET	12523
GET	10678
PUT	809
GET	411
GET	11496
GET	4575
GET	4649
PUT	7643
GET	3351
PUT	1086
PUT	2603
GET	5967
PUT	7183
PUT	10477
GET	10231
PUT	8373
PUT	2559
GET	603
GET	10699
GET	1288
PUT	6281
GET	1695
PUT	9385
PUT	4818
GET	489
PUT	1335
GET	2032
GET	2350
GET	6324
GET	3947
GET	1072
GET	1882
PUT	3344
GET	2569
GET	6028
PUT	7161
PUT	5264
PUT	2344
PUT	6328
GET	2350
PUT	4068
PUT	4995
PUT	3096
GET	3080
GET	3074
GET	891
GET	2412
GET	3000
GET	3957
GET	3371
GET	1003442
GET	1003636
PUT	4247
GET	1003
PUT	7342
PUT	5614
GET	4522
GET	2913
VALS	20	30	3
PUT	PUT	1070988

PUT	1035
GET	137
PUT	1311
PUT	1742
PUT	2102
PUT	1438
GET	497
PUT	2482
PUT	2611
PUT	1496
PUT	464
GET	587
PUT	973
GET	2430
PUT	3661
GET	548
PUT	1438
PUT	4315
GET	3060
PUT	3253
PUT	2371
PUT	773
GET	2493
PUT	6974
PUT	7067
PUT	5138
PUT	7545
PUT	6525
GET	5914
GET	4559
PUT	8288
GET	4331
PUT	5727
GET	1425
PUT	8559
GET	1777
PUT	7033
PUT	7778
PUT	3143
PUT	1331
PUT	7446
GET	4906
PUT	10351
GET	3256
PUT	1758
PUT	10665
GET	4931
PUT	11022
GET	2077
PUT	9395
GET	1683
PUT	639
GET	3349
PUT	9193
PUT	551
GET	972
PUT	2323
GET	1213
GET	857
GET	381
PUT	1718
GET	3868
PUT	5771
PUT	5397
PUT	10860
GET	4900
GET	1378
GET	13391
GET	8755
PUT	3295
PUT	404
PUT	739
GET	6816
GET	7794
GET	7262
GET	1367
GET	4676
PUT	3217
GET	941
PUT	464
PUT	957
PUT	2178
PUT	12761
GET	7485
GET	875
PUT	2377
GET	6179
PUT	4215
PUT	8241
GET	8509
PUT	10717
PUT	1183
GET	5497
GET	5790
PUT	6876
GET	4011
PUT	874
GET	5344
PUT	8477
GET	5974
GET	841
PUT	4675
PUT	6040
GET	1025
GET	11294
GET	695
GET	3082
GET	3723
PUT	718
PUT	3727
GET	3735
PUT	3271
GET	3062
GET	4668
PUT	3060
PUT	916
GET	786
GET	6028
GET	2898
PUT	796
GET	8264
GET	8075
PUT	2332
GET	8496
PUT	872
PUT	2574
GET	3065
GET	2365
PUT	10577
GET	221
PUT	4877
PUT	2193
GET	2810
GET	4825
PUT	6883
GET	3414
PUT	4449
GET	3602
PUT	7235
PUT	5263
GET	2328
GET	7102
GET	4056
GET	4814
GET	3460
GET	4007
GET	3832
PUT	2618
GET	3704
GET	GET	10009791000903

PUT	374
GET	1003662
GET	1000885
PUT	2587
PUT	1971
GET	317
GET	1422
GET	4127
PUT	3183
PUT	553
GET	1001277
PUT	236
PUT	2058
PUT	2180
GET	607
GET	778
PUT	245
GET	2300
GET	1001891
GET	4199
PUT	614
PUT	2490
GET	3497
GET	1113
GET	3614
GET	1000987
GET	1007100
VALS	20	35	3
PUT	1909
PUT	2380
GET	839
PUT	2082
PUT	4513
PUT	4766
PUT	5521
GET	1805
PUT	6165
PUT	6976
GET	2804
PUT	10291
PUT	2780
PUT	10832
PUT	10840
PUT	11617
PUT	1891
GET	7995
PUT	4832
GET	1669
GET	4373
PUT	7178
GET	4710
PUT	1829
PUT	17363
GET	6000
PUT	10261
PUT	922
PUT	17357
GET	3713
PUT	16240
PUT	18978
PUT	6922
PUT	22796
PUT	17750
PUT	13402
PUT	20534
PUT	22288
PUT	20650
PUT	21713
PUT	16839
GET	21013
PUT	25955
PUT	13362
PUT	26487
PUT	26811
PUT	27326
PUT	23669
GET	26209
PUT	3249
PUT	28876
PUT	23053
PUT	21162
GET	5018
GET	5574GET	
5292
PUT	16151
GET	24533
PUT	1186
GET	7392
GET	21290
GET	3578
PUT	455
PUT	2196
PUT	24610
GET	6141
GET	12925
GET	10829
GET	14722
PUT	1994
GET	23731
GET	11821
PUT	1576
GET	20564
PUT	7415
GET	24479
GET	13239
GET	10772
GET	19308
GET	2731
PUT	5529
GET	18345
PUT	907
PUT	4371
PUT	3911
PUT	3828
PUT	1957
PUT	18500
GET	12250
GET	9784
GET	10359
GET	19670
GET	2415
PUT	6822
GET	17536
GET	13236
PUT	10225
GET	19322
GET	9417
PUT	5025
GET	2039
GET	5319
GET	15515
GET	7876
PUT	954
PUT	12764
GET	10976
GET	5008
PUT	4592
GET	709
GET	12913
PUT	9259
PUT	5650
GET	7309
GET	12060
GET	3427
PUT	4185
